"CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue","DENOM_CIA","CD_CVM","stock.class"
"33.050.196/0001-88",2021-01-01,104861,1,"PN",0,"CIA PAULISTA DE FORCA E LUZ",3824,0
"33.102.476/0001-92",2021-01-01,105619,1,"ON",12250000,"MONTEIRO ARANHA S.A.",8893,0
"33.102.476/0001-92",2021-01-01,105619,1,"PN",0,"MONTEIRO ARANHA S.A.",8893,0
"33.111.246/0001-90",2021-01-01,105779,1,"ON",0,"TECNOSOLO ENGENHARIA S.A.",11207,0
"33.111.246/0001-90",2021-01-01,105779,1,"PN",0,"TECNOSOLO ENGENHARIA S.A.",11207,0
"33.113.309/0001-47",2021-01-01,105568,1,"ON",78269230,"VALID SOLUÃ‡Ã•ES S.A.",20028,0
"33.113.309/0001-47",2021-01-01,105568,1,"PN",0,"VALID SOLUÃ‡Ã•ES S.A.",20028,0
"33.200.049/0001-47",2021-01-01,104551,1,"ON",10477918.9221322,"HOTEIS OTHON S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",6700,0
"33.200.049/0001-47",2021-01-01,104551,1,"PN",7894494.01680566,"HOTEIS OTHON S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",6700,0
"33.228.024/0001-51",2021-01-01,105483,1,"ON",16571048.8652627,"WLM PART. E COMÃ‰RCIO DE MÃQUINAS E VEÃCULOS S.A.",11070,0
"33.228.024/0001-51",2021-01-01,105483,1,"PN",19843330.9361648,"WLM PART. E COMÃ‰RCIO DE MÃQUINAS E VEÃCULOS S.A.",11070,0
"33.256.439/0001-39",2021-01-01,105139,1,"ON",1115076646.12519,"ULTRAPAR PARTICIPACOES S.A.",18465,0
"33.256.439/0001-39",2021-01-01,105139,1,"PN",0,"ULTRAPAR PARTICIPACOES S.A.",18465,0
"33.352.394/0001-04",2021-01-01,105970,2,"ON",612500000,"CIA ESTADUAL DE ÃGUAS E ESGOTOS - CEDAE",16373,0
"33.352.394/0001-04",2021-01-01,105970,2,"PN",0,"CIA ESTADUAL DE ÃGUAS E ESGOTOS - CEDAE",16373,0
"33.376.989/0001-91",2021-01-01,105078,1,"ON",1267889351.15044,"IRB - BRASIL RESSEGUROS S.A.",24180,0
"33.376.989/0001-91",2021-01-01,105078,1,"PN",0,"IRB - BRASIL RESSEGUROS S.A.",24180,0
"33.386.210/0001-19",2021-01-01,105721,2,"ON",856875,"SONDOTECNICA ENGENHARIA SOLOS S.A.",10880,0
"33.386.210/0001-19",2021-01-01,105721,2,"PN",1601755.10204082,"SONDOTECNICA ENGENHARIA SOLOS S.A.",10880,0
"33.412.081/0001-96",2021-01-01,105331,1,"ON",67691629.5481909,"REFINARIA DE PETROLEOS MANGUINHOS S.A.",9989,0
"33.412.081/0001-96",2021-01-01,105331,1,"PN",0,"REFINARIA DE PETROLEOS MANGUINHOS S.A.",9989,0
"33.453.598/0001-23",2021-03-31,105411,2,"ON",0,NA,NA,0
"33.453.598/0001-23",2021-03-31,105411,2,"PN",0,NA,NA,0
"33.467.572/0001-34",2021-01-01,105085,1,"ON",1587100.97073944,"TEKNO S.A. - INDUSTRIA E COMERCIO",11231,0
"33.467.572/0001-34",2021-01-01,105085,1,"PN",1360708.97759846,"TEKNO S.A. - INDUSTRIA E COMERCIO",11231,0
"33.541.368/0001-16",2021-01-01,105487,1,"ON",0,"CIA HIDRO ELÃ‰TRICA DO SÃƒO FRANCISCO",3328,0
"33.541.368/0001-16",2021-01-01,105487,1,"PN",1753814.19250264,"CIA HIDRO ELÃ‰TRICA DO SÃƒO FRANCISCO",3328,0
"33.592.510/0001-54",2021-01-01,105772,3,"ON",5284297872.8455,"VALE S.A.",4170,0
"33.592.510/0001-54",2021-01-01,105772,3,"PN",0,"VALE S.A.",4170,0
"33.611.500/0001-19",2021-01-01,105953,2,"ON",1113574920.63492,"GERDAU S.A.",3980,0
"33.611.500/0001-19",2021-01-01,105953,2,"PN",1115670156.97792,"GERDAU S.A.",3980,0
"33.679.797/0001-54",2021-01-01,105154,1,"ON",0,"PJBANK SECURITIZADORA S.A.",24791,0
"33.679.797/0001-54",2021-01-01,105154,1,"PN",0,"PJBANK SECURITIZADORA S.A.",24791,0
"33.839.910/0001-11",2021-01-01,106031,4,"ON",236197768.450805,"VIVARA PARTICIPAÃ‡Ã•ES S.A.",24805,0
"33.839.910/0001-11",2021-01-01,106031,4,"PN",0,"VIVARA PARTICIPAÃ‡Ã•ES S.A.",24805,0
"33.938.119/0001-69",2021-01-01,105450,1,"ON",238678333.333333,"CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG",16616,0
"33.938.119/0001-69",2021-01-01,105450,1,"PN",0,"CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG",16616,0
"33.958.695/0001-78",2021-01-01,105975,3,"ON",94432877.4048793,"UNIPAR CARBOCLORO S.A.",11592,0
"33.958.695/0001-78",2021-01-01,105975,3,"PN",94432872.1110382,"UNIPAR CARBOCLORO S.A.",11592,0
"34.169.557/0001-72",2021-01-01,105820,2,"ON",4117192.1182266,"BCO MERCANTIL DE INVESTIMENTOS S.A.",1309,0
"34.169.557/0001-72",2021-01-01,105820,2,"PN",710150.819672131,"BCO MERCANTIL DE INVESTIMENTOS S.A.",1309,0
"34.274.233/0001-02",2021-01-01,106022,2,"ON",1165000004.75162,"PETROBRAS DISTRIBUIDORA S/A",24295,0
"34.274.233/0001-02",2021-01-01,106022,2,"PN",0,"PETROBRAS DISTRIBUIDORA S/A",24295,0
"34.469.625/0001-19",2021-01-01,105042,1,"ON",0,NA,NA,0
"34.469.625/0001-19",2021-01-01,105042,1,"PN",0,NA,NA,0
"35.082.277/0001-95",2021-01-01,105186,2,"ON",0,NA,NA,0
"35.082.277/0001-95",2021-01-01,105186,2,"PN",0,NA,NA,0
"35.502.310/0001-99",2021-01-01,105594,1,"ON",0,NA,NA,0
"35.502.310/0001-99",2021-01-01,105594,1,"PN",0,NA,NA,0
"35.727.157/0001-06",2021-01-01,105431,1,"ON",199999856.042611,NA,NA,0
"35.727.157/0001-06",2021-01-01,105431,1,"PN",0,NA,NA,0
"35.791.391/0001-94",2021-01-01,105805,2,"ON",0,"QUALITY SOFTWARE S.A.",23302,0
"35.791.391/0001-94",2021-01-01,105805,2,"PN",0,"QUALITY SOFTWARE S.A.",23302,0
"36.243.187/0001-00",2021-01-01,103587,1,"ON",0,NA,NA,0
"36.243.187/0001-00",2021-01-01,103587,1,"PN",0,NA,NA,0
"36.542.025/0001-64",2021-01-01,105585,2,"ON",0,"BRQ SOLUCOES EM INFORMATICA S.A.",23817,0
"36.542.025/0001-64",2021-01-01,105585,2,"PN",0,"BRQ SOLUCOES EM INFORMATICA S.A.",23817,0
"37.368.315/0001-04",2021-01-01,105020,1,"ON",0,NA,NA,0
"37.368.315/0001-04",2021-01-01,105020,1,"PN",0,NA,NA,0
"37.592.100/0001-64",2021-01-01,105150,1,"ON",0,NA,NA,0
"37.592.100/0001-64",2021-01-01,105150,1,"PN",0,NA,NA,0
"37.663.076/0001-07",2021-01-01,105904,2,"ON",399109745.437255,NA,NA,0
"37.663.076/0001-07",2021-01-01,105904,2,"PN",0,NA,NA,0
"38.042.694/0001-00",2021-01-01,105461,1,"ON",0,NA,NA,0
"38.042.694/0001-00",2021-01-01,105461,1,"PN",0,NA,NA,0
"38.199.406/0001-18",2021-01-01,103151,2,"ON",0,NA,NA,0
"38.199.406/0001-18",2021-01-01,103151,2,"PN",0,NA,NA,0
"38.307.135/0001-77",2021-01-01,104205,2,"ON",0,NA,NA,0
"38.307.135/0001-77",2021-01-01,104205,2,"PN",0,NA,NA,0
"38.456.921/0001-36",2021-01-01,105909,7,"ON",239684975.945761,NA,NA,0
"38.456.921/0001-36",2021-01-01,105909,7,"PN",0,NA,NA,0
"39.115.514/0001-28",2021-01-01,105684,1,"ON",0,"ALL - AMÃ‰RICA LATINA LOGÃSTICA MALHA OESTE S.A.",17850,0
"39.115.514/0001-28",2021-01-01,105684,1,"PN",0,"ALL - AMÃ‰RICA LATINA LOGÃSTICA MALHA OESTE S.A.",17850,0
"39.393.829/0001-37",2021-01-01,105397,1,"ON",0,NA,NA,0
"39.393.829/0001-37",2021-01-01,105397,1,"PN",0,NA,NA,0
"40.159.947/0001-64",2021-01-01,105999,6,"ON",0,NA,NA,0
"40.159.947/0001-64",2021-01-01,105999,6,"PN",0,NA,NA,0
"42.150.391/0001-70",2021-01-01,105531,1,"ON",451612211.336599,"BRASKEM S.A.",4820,0
"42.150.391/0001-70",2021-01-01,105531,1,"PN",345548117.449271,"BRASKEM S.A.",4820,0
"42.278.291/0001-24",2021-01-01,105749,2,"ON",105488166.526493,"LOG-IN LOGISTICA INTERMODAL S.A.",20710,0
"42.278.291/0001-24",2021-01-01,105749,2,"PN",0,"LOG-IN LOGISTICA INTERMODAL S.A.",20710,0
"42.278.473/0001-03",2021-01-01,105077,1,"ON",159907463.240601,"WIZ SOLUÃ‡Ã•ES E CORRETAGEM DE SEGUROS S.A.",23590,0
"42.278.473/0001-03",2021-01-01,105077,1,"PN",0,"WIZ SOLUÃ‡Ã•ES E CORRETAGEM DE SEGUROS S.A.",23590,0
"42.331.462/0001-31",2021-01-01,105176,1,"ON",14860576.7930615,"BATTISTELLA ADM PARTICIPACOES S.A.",15458,0
"42.331.462/0001-31",2021-01-01,105176,1,"PN",0,"BATTISTELLA ADM PARTICIPACOES S.A.",15458,0
"42.771.949/0001-35",2021-01-01,105810,2,"ON",118291578.805082,"CENTRO DE IMAGEM DIAGNOSTICOS S.A.",24058,0
"42.771.949/0001-35",2021-01-01,105810,2,"PN",0,"CENTRO DE IMAGEM DIAGNOSTICOS S.A.",24058,0
"43.185.362/0001-07",2021-01-01,105340,1,"ON",12601579.1666667,"IGB ELETRÃ”NICA S/A",6815,0
"43.185.362/0001-07",2021-01-01,105340,1,"PN",0,"IGB ELETRÃ”NICA S/A",6815,0
"43.283.811/0001-50",2021-01-01,105333,1,"ON",0,NA,NA,0
"43.283.811/0001-50",2021-01-01,105333,1,"PN",0,NA,NA,0
"43.470.988/0001-65",2021-01-01,105151,1,"ON",211993572.475911,"EVEN CONSTRUTORA E INCORPORADORA S.A.",20524,0
"43.470.988/0001-65",2021-01-01,105151,1,"PN",0,"EVEN CONSTRUTORA E INCORPORADORA S.A.",20524,0
"43.776.517/0001-80",2021-01-01,105654,1,"ON",683509863.493805,"CIA SANEAMENTO BASICO EST SAO PAULO",14443,0
"43.776.517/0001-80",2021-01-01,105654,1,"PN",0,"CIA SANEAMENTO BASICO EST SAO PAULO",14443,0
"45.242.914/0001-05",2021-01-01,105961,2,"ON",308245067.417378,"C&A MODAS S.A.",24848,0
"45.242.914/0001-05",2021-01-01,105961,2,"PN",0,"C&A MODAS S.A.",24848,0
"45.365.558/0001-09",2021-01-01,103168,2,"ON",0,NA,NA,0
"45.365.558/0001-09",2021-01-01,103168,2,"PN",0,NA,NA,0
"45.453.214/0001-51",2021-01-01,105192,1,"ON",123812774.686413,"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.",20346,0
"45.453.214/0001-51",2021-01-01,105192,1,"PN",0,"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.",20346,0
"45.987.245/0001-92",2021-01-01,106017,2,"ON",2419061.36278078,"BAHEMA EDUCACAO S.A.",701,0
"45.987.245/0001-92",2021-01-01,106017,2,"ON",2419061.36278078,"BAHEMA EDUCAÃ‡ÃƒO S.A.",701,0
"45.987.245/0001-92",2021-01-01,106017,2,"PN",0,"BAHEMA EDUCACAO S.A.",701,0
"45.987.245/0001-92",2021-01-01,106017,2,"PN",0,"BAHEMA EDUCAÃ‡ÃƒO S.A.",701,0
"46.119.855/0001-37",2021-01-01,104900,2,"ON",0,"SOC.DE ABASTEC.DE ÃGUA E SANEAMENTO S.A.",16241,0
"46.119.855/0001-37",2021-01-01,104900,2,"PN",0,"SOC.DE ABASTEC.DE ÃGUA E SANEAMENTO S.A.",16241,0
"47.508.411/0001-56",2021-01-01,105877,2,"ON",268353379.499017,"CIA BRASILEIRA DE DISTRIBUICAO",14826,0
"47.508.411/0001-56",2021-01-01,105877,2,"PN",0,"CIA BRASILEIRA DE DISTRIBUICAO",14826,0
"47.509.120/0001-82",2021-01-01,105963,3,"ON",0,"BRADESCO LEASING S.A. ARREND MERCANTIL",19640,0
"47.509.120/0001-82",2021-01-01,105963,3,"PN",0,"BRADESCO LEASING S.A. ARREND MERCANTIL",19640,0
"47.960.950/0001-21",2021-01-01,105494,1,"ON",6498926795.69913,"MAGAZINE LUIZA S.A.",22470,0
"47.960.950/0001-21",2021-01-01,105494,1,"PN",0,"MAGAZINE LUIZA S.A.",22470,0
"49.263.189/0001-02",2021-01-01,105449,1,"ON",133851070.81929,"HELBOR EMPREENDIMENTOS S.A.",20877,0
"49.263.189/0001-02",2021-01-01,105449,1,"PN",0,"HELBOR EMPREENDIMENTOS S.A.",20877,0
"49.669.856/0001-43",2021-01-01,106018,2,"ON",68848639.1382406,"RESTOQUE COMÃ‰RCIO E CONFECÃ‡Ã•ES DE ROUPAS S.A.",21440,0
"49.669.856/0001-43",2021-01-01,106018,2,"PN",0,"RESTOQUE COMÃ‰RCIO E CONFECÃ‡Ã•ES DE ROUPAS S.A.",21440,0
"50.564.053/0001-03",2021-01-01,105554,1,"ON",0,"BOMBRIL S.A.",12190,0
"50.564.053/0001-03",2021-01-01,105554,1,"PN",122894401.747922,"BOMBRIL S.A.",12190,0
"50.746.577/0001-15",2021-01-01,105808,2,"ON",468517732.278761,"COSAN S.A. INDUSTRIA E COMERCIO",19836,0
"50.746.577/0001-15",2021-01-01,105808,2,"ON",468517732.278761,"COSAN S.A.",19836,0
"50.746.577/0001-15",2021-01-01,105808,2,"PN",0,"COSAN S.A. INDUSTRIA E COMERCIO",19836,0
"50.746.577/0001-15",2021-01-01,105808,2,"PN",0,"COSAN S.A.",19836,0
"50.926.955/0001-42",2021-01-01,105045,1,"ON",245724153.897402,NA,NA,0
"50.926.955/0001-42",2021-01-01,105045,1,"PN",0,NA,NA,0
"51.128.999/0001-90",2021-01-01,105053,1,"ON",127943.998003478,"NUTRIPLANT INDUSTRIA E COMERCIO S.A.",21334,0
"51.128.999/0001-90",2021-01-01,105053,1,"PN",0,"NUTRIPLANT INDUSTRIA E COMERCIO S.A.",21334,0
"51.218.147/0001-93",2021-01-01,105049,1,"ON",176611578.537606,"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A",20494,0
"51.218.147/0001-93",2021-01-01,105049,1,"PN",0,"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A",20494,0
"51.466.860/0001-56",2021-03-31,99090,2,"ON",354011744.119278,"SAO MARTINHO S.A.",20516,0
"51.466.860/0001-56",2021-03-31,99090,2,"PN",0,"SAO MARTINHO S.A.",20516,0
"51.928.174/0001-50",2021-01-01,105255,2,"ON",12427317.5,"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.",13471,0
"51.928.174/0001-50",2021-01-01,105255,2,"PN",0,"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.",13471,0
"52.548.435/0001-79",2021-01-01,105632,1,"ON",280031090.989399,"JSL S.A.",22020,0
"52.548.435/0001-79",2021-01-01,105632,1,"PN",0,"JSL S.A.",22020,0
"53.113.791/0001-22",2021-01-01,105549,1,"ON",577913184.334893,"TOTVS S.A.",19992,0
"53.113.791/0001-22",2021-01-01,105549,1,"PN",0,"TOTVS S.A.",19992,0
"56.444.250/0001-75",2021-01-01,104676,1,"ON",2327,"HAUSCENTER SA",14850,0
"56.444.250/0001-75",2021-01-01,104676,1,"PN",0,"HAUSCENTER SA",14850,0
"56.643.018/0001-66",2021-01-01,105459,1,"ON",31260361.4163614,"EUCATEX S.A. INDUSTRIA E COMERCIO",5770,0
"56.643.018/0001-66",2021-01-01,105459,1,"PN",61362615.8723218,"EUCATEX S.A. INDUSTRIA E COMERCIO",5770,0
"56.720.428/0001-63",2021-01-01,105265,1,"ON",73371377.9527559,"INDUSTRIAS ROMI S.A.",7510,0
"56.720.428/0001-63",2021-01-01,105265,1,"PN",0,"INDUSTRIAS ROMI S.A.",7510,0
"56.992.423/0001-90",2021-01-01,104737,1,"ON",454753.684769619,"BICICLETAS MONARK S.A.",1694,0
"56.992.423/0001-90",2021-01-01,104737,1,"PN",0,"BICICLETAS MONARK S.A.",1694,0
"58.119.199/0001-51",2021-01-01,105118,1,"ON",531294397.838187,"ODONTOPREV S.A.",20125,0
"58.119.199/0001-51",2021-01-01,105118,1,"PN",0,"ODONTOPREV S.A.",20125,0
"58.430.828/0001-60",2021-01-01,104804,12,"ON",179393937.142857,"BLAU FARMACÃŠUTICA S.A.",24627,0
"58.430.828/0001-60",2021-01-01,104804,12,"PN",0,"BLAU FARMACÃŠUTICA S.A.",24627,0
"59.105.999/0001-86",2021-01-01,106006,2,"ON",1024654125,"WHIRLPOOL S.A.",14346,0
"59.105.999/0001-86",2021-01-01,106006,2,"PN",474624907.407407,"WHIRLPOOL S.A.",14346,0
"59.285.411/0001-13",2021-01-01,105917,7,"ON",0,"BCO PAN S.A.",21199,0
"59.285.411/0001-13",2021-01-01,105917,7,"PN",547495481.996357,"BCO PAN S.A.",21199,0
"59.418.806/0001-47",2021-01-01,105396,1,"ON",0,NA,NA,0
"59.418.806/0001-47",2021-01-01,105396,1,"PN",71995226.9710645,NA,NA,0
"59.789.545/0001-71",2021-01-01,105197,1,"ON",0,"POLPAR S.A.",13447,0
"59.789.545/0001-71",2021-01-01,105197,1,"PN",0,"POLPAR S.A.",13447,0
"59.981.829/0001-65",2021-01-01,103652,2,"ON",0,NA,NA,0
"59.981.829/0001-65",2021-01-01,103652,2,"PN",0,NA,NA,0
"60.398.369/0004-79",2021-01-01,105367,1,"ON",43405368.1878866,"PARANAPANEMA S.A.",9393,0
"60.398.369/0004-79",2021-01-01,105367,1,"PN",0,"PARANAPANEMA S.A.",9393,0
"60.444.437/0001-46",2021-01-01,105933,11,"ON",0,"LIGHT SERVICOS DE ELETRICIDADE S.A.",8036,0
"60.444.437/0001-46",2021-01-01,105933,11,"PN",0,"LIGHT SERVICOS DE ELETRICIDADE S.A.",8036,0
"60.476.884/0001-87",2021-01-01,105160,1,"ON",128308393.333333,"MAHLE-METAL LEVE S.A.",8575,0
"60.476.884/0001-87",2021-01-01,105160,1,"PN",0,"MAHLE-METAL LEVE S.A.",8575,0
"60.500.139/0001-26",2021-01-01,105261,1,"ON",20007207.5263104,"SARAIVA LIVREIROS S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",10472,0
"60.500.139/0001-26",2021-01-01,105261,1,"PN",25870574.6479707,"SARAIVA LIVREIROS S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",10472,0
"60.537.263/0001-66",2021-01-01,105462,1,"ON",193770265.757891,NA,NA,0
"60.537.263/0001-66",2021-01-01,105462,1,"PN",0,NA,NA,0
"60.543.816/0001-93",2021-01-01,105371,1,"ON",34771251,"JEREISSATI PARTICIPACOES S.A.",8672,0
"60.543.816/0001-93",2021-01-01,105371,1,"PN",0,"JEREISSATI PARTICIPACOES S.A.",8672,0
"60.637.238/0001-54",2021-01-01,105157,2,"ON",1673066,"INDUSTRIAS J B DUARTE S.A.",12319,0
"60.637.238/0001-54",2021-01-01,105157,2,"PN",3346095,"INDUSTRIAS J B DUARTE S.A.",12319,0
"60.651.809/0001-05",2021-01-01,105541,1,"ON",0,"SUZANO HOLDING S.A.",9067,0
"60.651.809/0001-05",2021-01-01,105541,1,"PN",0,"SUZANO HOLDING S.A.",9067,0
"60.730.348/0001-66",2021-01-01,105510,1,"ON",5618637.13798978,"CIA MELHORAMENTOS DE SAO PAULO",3654,0
"60.730.348/0001-66",2021-01-01,105510,1,"PN",773349.691021447,"CIA MELHORAMENTOS DE SAO PAULO",3654,0
"60.746.948/0001-12",2021-01-01,105962,3,"ON",4870579292.22486,"BCO BRADESCO S.A.",906,0
"60.746.948/0001-12",2021-01-01,105962,3,"PN",4848500332.49229,"BCO BRADESCO S.A.",906,0
"60.770.336/0001-65",2021-01-01,106040,3,"ON",53482127.6395072,"BCO ALFA DE INVESTIMENTO S.A.",1384,0
"60.770.336/0001-65",2021-01-01,106040,3,"PN",35118455.4485663,"BCO ALFA DE INVESTIMENTO S.A.",1384,0
"60.840.055/0001-31",2021-01-01,105842,2,"ON",302892397,"FLEURY S.A.",21881,0
"60.840.055/0001-31",2021-01-01,105842,2,"PN",0,"FLEURY S.A.",21881,0
"60.851.615/0001-53",2021-01-01,105264,1,"ON",607190.531066936,"BARDELLA S.A. INDUSTRIAS MECANICAS",1520,0
"60.851.615/0001-53",2021-01-01,105264,1,"PN",992805.762704976,"BARDELLA S.A. INDUSTRIAS MECANICAS",1520,0
"60.872.504/0001-23",2021-01-01,105867,3,"ON",4958290122.86816,"ITAU UNIBANCO HOLDING S.A.",19348,0
"60.872.504/0001-23",2021-01-01,105867,3,"PN",4845844970.28161,"ITAU UNIBANCO HOLDING S.A.",19348,0
"60.884.319/0001-59",2021-01-01,105561,1,"ON",6621450.51671167,"NORDON INDS METALURGICAS SA",9083,0
"60.884.319/0001-59",2021-01-01,105561,1,"PN",0,"NORDON INDS METALURGICAS SA",9083,0
"60.894.730/0001-05",2021-01-01,106033,2,"ON",705246158.89979,"USINAS SID DE MINAS GERAIS S.A.-USIMINAS",14320,0
"60.894.730/0001-05",2021-01-01,106033,2,"PN",547836219.667944,"USINAS SID DE MINAS GERAIS S.A.-USIMINAS",14320,0
"60.933.603/0001-78",2021-01-01,105258,2,"ON",327502724.518436,"CESP - CIA ENERGETICA DE SAO PAULO",2577,0
"60.933.603/0001-78",2021-01-01,105258,2,"PN",327502674.070244,"CESP - CIA ENERGETICA DE SAO PAULO",2577,0
"61.022.042/0001-18",2021-01-01,105588,1,"ON",124014.084507042,"CONSTRUTORA ADOLPHO LINDENBERG S.A.",4723,0
"61.022.042/0001-18",2021-01-01,105588,1,"PN",248036.204059243,"CONSTRUTORA ADOLPHO LINDENBERG S.A.",4723,0
"61.065.298/0001-02",2021-01-01,105385,1,"ON",2210000,"MANGELS INDUSTRIAL S.A.",8397,0
"61.065.298/0001-02",2021-01-01,105385,1,"PN",3715938.26823272,"MANGELS INDUSTRIAL S.A.",8397,0
"61.065.751/0001-80",2021-01-01,105622,1,"ON",17153336.9705233,"ROSSI RESIDENCIAL S.A.",16306,0
"61.065.751/0001-80",2021-01-01,105622,1,"PN",0,"ROSSI RESIDENCIAL S.A.",16306,0
"61.079.117/0001-05",2021-01-01,105212,1,"ON",302010650.076784,"ALPARGATAS S.A.",10456,0
"61.079.117/0001-05",2021-01-01,105212,1,"PN",286051534.134849,"ALPARGATAS S.A.",10456,0
"61.080.313/0001-91",2021-01-01,103765,1,"ON",40304114.1428798,"COBRASMA S.A.",4448,0
"61.080.313/0001-91",2021-01-01,103765,1,"PN",62280750.0448257,"COBRASMA S.A.",4448,0
"61.082.004/0001-50",2021-01-01,105855,2,"ON",269450.00387691,"MANUFATURA DE BRINQUEDOS ESTRELA S.A.",8427,0
"61.082.004/0001-50",2021-01-01,105855,2,"PN",538900.000622016,"MANUFATURA DE BRINQUEDOS ESTRELA S.A.",8427,0
"61.088.894/0001-08",2021-01-01,104962,1,"ON",42265080,"CAMBUCI S.A.",2100,0
"61.088.894/0001-08",2021-01-01,104962,1,"PN",0,"CAMBUCI S.A.",2100,0
"61.092.037/0001-81",2021-01-01,105944,3,"ON",61776574.9686921,"ETERNIT S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",5762,0
"61.092.037/0001-81",2021-01-01,105944,3,"PN",0,"ETERNIT S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",5762,0
"61.156.113/0001-75",2021-01-01,105303,1,"ON",153719600.97286,"IOCHPE MAXION S.A.",11932,0
"61.156.113/0001-75",2021-01-01,105303,1,"PN",0,"IOCHPE MAXION S.A.",11932,0
"61.156.931/0001-78",2021-01-01,105922,3,"ON",6251.17150890347,"SIDERURGICA J. L. ALIPERTI S.A.",12823,0
"61.156.931/0001-78",2021-01-01,105922,3,"PN",12345.5233291299,"SIDERURGICA J. L. ALIPERTI S.A.",12823,0
"61.186.680/0001-74",2021-01-01,106029,2,"ON",398585350.318471,"BANCO BMG S/A",24600,0
"61.186.680/0001-74",2021-01-01,106029,2,"PN",184536248.550978,"BANCO BMG S/A",24600,0
"61.189.288/0001-89",2021-01-01,105275,2,"ON",261670551.01132,"MARISA LOJAS S.A.",22055,0
"61.189.288/0001-89",2021-01-01,105275,2,"PN",0,"MARISA LOJAS S.A.",22055,0
"61.351.532/0001-68",2021-01-01,105821,3,"ON",6600013.017122,"AZEVEDO E TRAVASSOS S.A.",11975,0
"61.351.532/0001-68",2021-01-01,105821,3,"PN",13200013.0617958,"AZEVEDO E TRAVASSOS S.A.",11975,0
"61.374.161/0001-30",2021-01-01,105399,1,"ON",4904158.41584158,"BAUMER S.A.",1562,0
"61.374.161/0001-30",2021-01-01,105399,1,"PN",4900054.64480874,"BAUMER S.A.",1562,0
"61.486.650/0001-83",2021-01-01,105722,5,"ON",548303453.525641,"DIAGNOSTICOS DA AMERICA S.A.",19623,0
"61.486.650/0001-83",2021-01-01,105722,5,"PN",0,"DIAGNOSTICOS DA AMERICA S.A.",19623,0
"61.532.644/0001-15",2021-01-01,105958,2,"ON",2889839681.97784,"ITAUSA INVESTIMENTOS ITAU S.A.",7617,0
"61.532.644/0001-15",2021-01-01,105958,2,"PN",5520985921.08963,"ITAUSA INVESTIMENTOS ITAU S.A.",7617,0
"61.584.140/0001-49",2021-01-01,105590,1,"ON",2087406279.06977,"REDE ENERGIA PARTICIPAÃ‡Ã•ES S.A.",3190,0
"61.584.140/0001-49",2021-01-01,105590,1,"PN",0,"REDE ENERGIA PARTICIPAÃ‡Ã•ES S.A.",3190,0
"61.585.865/0001-51",2021-01-01,105352,1,"ON",1651930002.80345,"RAIA DROGASIL S.A.",5258,0
"61.585.865/0001-51",2021-01-01,105352,1,"PN",0,"RAIA DROGASIL S.A.",5258,0
"61.695.227/0001-93",2021-01-01,105664,1,"ON",0,"ELETROPAULO METROP. ELET. SAO PAULO S.A.",14176,0
"61.695.227/0001-93",2021-01-01,105664,1,"PN",0,"ELETROPAULO METROP. ELET. SAO PAULO S.A.",14176,0
"61.856.571/0001-17",2021-01-01,105393,1,"ON",102146875,"CIA GAS DE SAO PAULO - COMGAS",15636,0
"61.856.571/0001-17",2021-01-01,105393,1,"PN",28699264.7058824,"CIA GAS DE SAO PAULO - COMGAS",15636,0
"62.002.886/0001-60",2021-01-01,105164,1,"ON",8543896.04470544,"SAO PAULO TURISMO S.A.",9415,0
"62.002.886/0001-60",2021-01-01,105164,1,"PN",8543894.39153708,"SAO PAULO TURISMO S.A.",9415,0
"62.144.175/0001-20",2021-01-01,105424,1,"ON",0,"BCO PINE S.A.",20567,0
"62.144.175/0001-20",2021-01-01,105424,1,"PN",72579922.4266944,"BCO PINE S.A.",20567,0
"62.232.889/0001-90",2021-01-01,105296,2,"ON",0,"BCO DAYCOVAL S.A.",20796,0
"62.232.889/0001-90",2021-01-01,105296,2,"PN",0,"BCO DAYCOVAL S.A.",20796,0
"62.307.848/0001-15",2021-01-01,105183,1,"ON",0,"BANCO RCI BRASIL S.A.",21466,0
"62.307.848/0001-15",2021-01-01,105183,1,"PN",0,"BANCO RCI BRASIL S.A.",21466,0
"62.984.091/0001-02",2021-01-01,105869,2,"ON",381822234.376425,NA,NA,0
"62.984.091/0001-02",2021-01-01,105869,2,"PN",0,NA,NA,0
"64.904.295/0001-03",2021-02-28,102755,6,"ON",370000001.909431,"CAMIL ALIMENTOS S.A.",24228,0
