"";"CD_CVM";"DENOM_SOCIAL";"DENOM_COMERC";"SETOR_ATIV";"PF_PJ";"CNPJ";"DT_REG";"DT_CONST";"DT_CANCEL";"MOTIVO_CANCEL";"SIT_REG";"DT_INI_SIT";"SIT_EMISSOR";"DT_INI_SIT_EMISSOR";"CATEG_REG";"DT_INI_CATEG";"AUDITOR";"CNPJ_AUDITOR";"TP_ENDER";"LOGRADOURO";"COMPL";"BAIRRO";"CIDADE";"UF";"PAIS";"CD_POSTAL";"TEL";"FAX";"EMAIL";"TP_RESP";"RESP";"DT_INI_RESP";"LOGRADOURO_RESP";"COMPL_RESP";"BAIRRO_RESP";"CIDADE_RESP";"UF_RESP";"PAIS_RESP";"CEP_RESP";"TEL_RESP";"FAX_RESP";"EMAIL_RESP";"TP_MERC";"cnpj_number"
"30";22349;"AREZZO INDÚSTRIA E COMERCIO S/A";"AREZZO INDÚSTRIA E COMERCIO S/A";"Têxtil e Vestuário";"PJ";"16590234000176";"31/01/2011";"15/09/1972";NA;NA;"ATIVO";"31/01/2011";"FASE OPERACIONAL";"31/01/2011";"Categoria A";"31/01/2011";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"RUA FERNANDES TOURINHO, 147";"SALA 402";"BAIRRO SAVASSI";"BELO HORIZONTE";"MG";"BRASIL";NA;"(11) 21324300";"(11) 38478971";"ri@arezzo.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALINE FERREIRA PENNA PELI";"22/05/2018";"AV. ENG. LUIZ CARLOS BERRINI,";"105, 3º ANDAR";"CIDADE MONCOES";"SÃO PAULO";"SP";NA;4571010;"(11) 21324300";"(11) 38478971";"ri@arezzo.com.br";"BOLSA";16590234000176
"31";24120;"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"Emp. Adm. Part. - Energia Elétrica";"PJ";"24624551000194";"24/04/2017";"23/03/2016";NA;NA;"ATIVO";"24/04/2017";"FASE PRÉ-OPERACIONAL";"06/02/2017";"Categoria B";"06/02/2017";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Tabapuã, 841";"5º ANDAR CJ 51";"ITAIM";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 38108760";NA;"financeiro@argoenergia.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MÁRCIA ABREU TAVERNARI";"25/03/2020";"RUA TABAPUÃ, 841";"5º ANDAR CJ 51";"ITAIM";"SÃO PAULO";"SP";NA;4533013;"(11) 38108760";"(11) 38108760";"juridico@argoenergia.com.br";NA;24624551000194
"32";24210;"ARGO TRANSMISSÃO DE ENERGIA S.A.";"ARGO TRANSMISSÃO DE ENERGIA S.A.";"Energia Elétrica";"PJ";"24624490000165";"22/09/2017";"23/03/2016";NA;NA;"ATIVO";"22/09/2017";"FASE PRÉ-OPERACIONAL";"31/07/2017";"Categoria B";"22/09/2017";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Tabapuã, 841";"5º ANDAR CJ 51";"ITAIM";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 38108760";NA;"financeiro@argoenergia.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MÁRCIA ABREU TAVERNARI";"25/03/2020";"RUA TABAPUÃ, 841";"5º ANDAR CJ 51";"ITAIM";"SÃO PAULO";"SP";NA;4533013;"(11) 38108760";"(11) 38108760";"juridico@argoenergia.com.br";NA;24624490000165
"33";19771;"ARTERIS S.A.";"ARTERIS";"Serviços Transporte e Logística";"PJ";"2919555000167";"06/07/2005";"09/11/1998";NA;NA;"ATIVO";"06/07/2005";"FASE OPERACIONAL";"06/07/2005";"Categoria B";"17/06/2016";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"AVENIDA PRESIDENTE JUSCELINO KUBTISCHECK 1455";"12 ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;NA;"(11) 30742404";"(11) 30742405";"ri@arteris.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JUAN GABRIEL LOPEZ MORENO";"15/03/2017";"AV. PRESIDENTE JUSCELINO K.";"1455 9º AND";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4543011;"(011) 30742404";"(011) 30742405";"ri@arteris.com.br";"BOLSA";2919555000167
"34";24171;"ATACADÃO S.A.";"ATACADÃO S.A.";"Emp. Adm. Part. - Comércio (Atacado e Varejo)";"PJ";"75315333000109";"18/07/2017";"13/08/1980";NA;NA;"ATIVO";"18/07/2017";"FASE OPERACIONAL";"24/05/2017";"Categoria A";"23/05/2017";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida Morvan Dias de Figueiredo";"6169";"Vila Mariana";"SÃO PAULO";"SP";"BRASIL";NA;NA;NA;"ribrasil@carrefour.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SÉBASTIEN DURCHON";"19/05/2017";"RUA GEORGE EASTMAN,213";NA;"VILA TRAMONTANO";"SÃO PAULO";"SP";NA;5690000;"(11) 37794299";NA;"ribrasil@carrefour.com";NA;75315333000109
"35";19100;"ATMA  PARTICIPAÇÕES  S.A.";"LIQ PARTICIPAÇÕES S.A.";"Emp. Adm. Part. - Comunicação e Informática";"PJ";"4032433000180";"29/10/2001";"31/07/2000";NA;NA;"ATIVO";"29/10/2001";"FASE OPERACIONAL";"29/10/2001";"Categoria A";"01/01/2010";"KPMG AUDITORES ASSOCIADOS";52803244000106;"SEDE";"Avenida Paulista, 407";"8º andar";"Bela Vista";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 31315136";"(11) 31311931";"ri@liq.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUCIANO BRESSAN";"30/05/2019";"RUA ALEGRIA, 88/96";"2º ANDAR";"BRÁS";"SÃO PAULO";NA;NA;3043010;"(11) 31315136";"(0) 0";"ri@atmasa.com.br";"BOLSA";4032433000180
"36";15423;"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.";"Emp. Adm. Part. - Sem Setor Principal";"PJ";"359742000108";"28/02/1996";NA;NA;NA;"ATIVO";"28/02/1996";"FASE OPERACIONAL";"07/03/2017";"Categoria A";"01/01/2010";"ALPHA - AUDITORES INDEPENDENTES";1745292000154;"SEDE";"Rua Messias Pereira de Paula, 333";"Parte 3";"Elton Ville";"SOROCABA";"PR";"BRASIL";NA;"(15) 30316100";"(15) 30316100";"ri@atompar.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUILHERME HENRIQUE CUNHA";"18/03/2019";"RUA MESSIAS PEREIRA DE PAULA,";"PARTE 3";"ELTON VILLE";"SOROCABA";"SP";NA;18046640;"(15) 30316100";"(0) 0";"ri@atompar.com.br";"BOLSA";359742000108
"37";21989;"AUTOPISTA FERNÃO DIAS SA";"AUTOPISTA FERNÃO DIAS SA";"Serviços Transporte e Logística";"PJ";"9326342000170";"29/03/2010";"19/12/2007";NA;NA;"ATIVO";"29/03/2010";"FASE OPERACIONAL";"29/03/2010";"Categoria B";"29/03/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rodovia Fernão Dias, BR 381 - KM 850 - Pista Norte";"Prédio";"Setor Industrial";"POUSO ALEGRE";"MG";"BRASIL";NA;"(31) 34496600";"(31) 34496661";"autopistafernao@autopistafernao.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"03/03/2017";"AV. PRES. JUSCEL. KUBITSCHEK,";"510/12º ANDAR";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4543906;"(11) 48311076";"(11) 30742405";"ri@arteris.com.br";NA;9326342000170
"38";22004;"AUTOPISTA FLUMINENSE SA";"AUTOPISTA FLUMINENSE SA";"Serviços Transporte e Logística";"PJ";"9324949000111";"29/03/2010";"19/12/2007";NA;NA;"ATIVO";"29/03/2010";"FASE OPERACIONAL";"29/03/2010";"Categoria B";"29/03/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rua XV de Novembro Nº 4 Bloco 2";"901, 902, 903 e 904";"Centro";"NITERÓI";"RJ";"BRASIL";NA;"(21) 26079800";"(21) 26079845";"ri@arteris.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"02/03/2017";"AV.JUSCELINO KUBITSCHEK, 1455";"12º ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4543906;"(11) 30742404";"(11) 30742405";"ri@arteris.com.br";NA;9324949000111
"39";21997;"AUTOPISTA LITORAL SUL";"AUTOPISTA LITORAL SUL";"Serviços Transporte e Logística";"PJ";"9313969000197";"29/03/2010";"19/12/2007";NA;NA;"ATIVO";"29/03/2010";"FASE OPERACIONAL";"29/03/2010";"Categoria B";"29/03/2010";"BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";54276936000179;"SEDE";"FRANCISCO MUNHOZ MADRID, 625 - COND. PORTAL DO PORTO";"BL 4 - MÓDULOS 402.2 E 403";"ROSEIRA";"SÃO JOSÉ DOS PINHAIS";"PR";NA;NA;"(47) 31770700";"(47) 31770701";"autopistalitoralsul@autopistalitoralsul.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"28/04/2011";"AV. PRES. JUSCELINO KUBITSCHEK";"510- 12º ANDAR";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4543900;"(11) 30742404";"(11) 30742404";"ri@arteris.com.br";NA;9313969000197
"40";21970;"AUTOPISTA PLANALTO SUL SA";"AUTOPISTA PLANALTO SUL SA";"Serviços Transporte e Logística";"PJ";"9325109000173";"29/03/2010";"26/10/2009";NA;NA;"ATIVO";"29/03/2010";"FASE OPERACIONAL";"29/03/2010";"Categoria B";"29/03/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Av. Afonso Petschow, 4040";"Terreo";"Industrial";"RIO NEGRO";"PR";"BRASIL";NA;"(47) 36415300";"(47) 36415325";"autopistaplanaltosul@autopistaplanaltosul.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"03/03/2017";"PRES. JUSCELINO KUBITSCHEK";"510, 12 ° ANDAR";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4543900;"(11) 30742404";"(11) 30742404";"ri@brph.com.br";NA;9325109000173
"41";21962;"AUTOPISTA REGIS BITTENCOURT SA";"AUTOPISTA REGIS BITTENCOURT SA";"Serviços Transporte e Logística";"PJ";"9336431000106";"29/03/2010";"19/12/2007";NA;NA;"ATIVO";"29/03/2010";"FASE OPERACIONAL";"29/03/2010";"Categoria B";"29/03/2010";"BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES";54276936000179;"SEDE";"Rodovia SP 139";"226";"São Nicolau";"REGISTRO";"SP";"BRASIL";NA;"(13) 38281600";"(11) 40828676";"ri@arteris.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SIMONE APARECIDA BORSATO";"28/04/2011";"AV. PRES. JUSCELINO KUBIT";"1455/9º AND";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4543011;"(11) 30742404";"(11) 30742405";"ri@arteris.com.br";NA;9336431000106
"42";11975;"AZEVEDO & TRAVASSOS SA";"AZEVEDO & TRAVASSOS";"Construção Civil, Mat. Constr. e Decoração";"PJ";"61351532000168";"20/08/1984";"25/06/1922";NA;NA;"ATIVO";"20/08/1984";"FASE OPERACIONAL";"20/08/1984";"Categoria A";"01/01/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"RUA VICENTE ANTONIO DE OLIVEIRA, 1050";NA;"VILA MIRANTE";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 39737787";"(11) 39737766";"diretoria@azevedotravassos.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RENATO DE ALMEIDA PIMENTEL MENDES";"01/02/2019";"R VICENTE ANTÔNIO DE OLIVEIRA";"1050";"VILA MIRANTE";"SÃO PAULO";"SP";NA;2955080;"(11) 39737787";"(11) 39737766";"diretoria@azevedotravassos.com.br";"BOLSA";61351532000168
"43";24112;"AZUL S.A.";"AZUL S.A.";"Emp. Adm. Part. - Serviços Transporte e Logística";"PJ";"9305994000129";"07/04/2017";"03/01/2008";NA;NA;"ATIVO";"07/04/2017";"FASE OPERACIONAL";"07/02/2017";"Categoria A";"07/04/2017";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Avenida Marcos Penteado de Ulhôa Rodrigues 939";"8º andar";"Tamboré";NA;"SP";"BRASIL";NA;"(11) 48312880";"(11) 41349890";"invest@voeazul.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALEXANDRE WAGNER MALFITANI";"24/07/2017";"AV.MARCOS P. DE U. RODRIGUES";"939,/8º ANDAR";"TAMBORÉ";"SÃO PAULO";"SP";NA;6460040;"(11) 48312880";"(11) 41349890";"invest@voeazul.com.br";NA;9305994000129
"44";20990;"B2W - COMPANHIA DIGITAL";"B2W - COMPANHIA DIGITAL";"Comércio (Atacado e Varejo)";"PJ";"776574000156";"26/07/2007";"13/12/2006";NA;NA;"ATIVO";"26/07/2007";"FASE OPERACIONAL";"26/07/2007";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Sacadura Cabral, 102";"Parte";"Saúde";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 37223618";NA;"ri@b2wdigital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FABIO DA SILVA ABRATE";"07/08/2012";"RUA SACADURA CABRAL, 102";"PARTE";"SAÚDE";"RIO DE JANEIRO";"RJ";NA;20081902;"(21) 22066000";"(21) 22066898";"ri@b2wdigital.com";"BOLSA";776574000156
"45";21610;"B3 S.A. - BRASIL, BOLSA, BALCÃO";"B3";"Bolsas de Valores/Mercadorias e Futuros";"PJ";"9346601000125";"11/08/2008";"14/12/2007";NA;NA;"ATIVO";"11/08/2008";"FASE OPERACIONAL";"11/08/2008";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"PRAÇA ANTONIO PRADO, 48";"7º ANDAR";"CENTRO";"SÃO PAULO";"SP";NA;NA;"(11) 25654000";"(11) 25655314";"atendimento_cadastro@b3.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DANIEL SONDER";"10/02/2015";"PRAÇA ANTONIO PRADO";"48, 7º ANDAR";"CENTRO";"SÃO PAULO";"SP";NA;1010901;"(11) 25654500";"(11) 25657423";"ri@b3.com.br";NA;9346601000125
"46";701;"BAHEMA EDUCACAO S.A.";"BAHEMA";"Emp. Adm. Part. - Educação";"PJ";"45987245000192";"02/01/1974";"19/11/1960";NA;NA;"ATIVO";"02/01/1974";"FASE OPERACIONAL";"02/01/1974";"Categoria A";"01/01/2010";"BKS AUDITORES";1972741000105;"SEDE";"Av Brigadeiro Faria Lima, 2.369";"Cjs. 812 a 815";"Jardim Paulistano";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 30817142";"(11) 30817142";"ri@bahema.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUILHERME AFFONSO FERREIRA FILHO";"29/03/2016";"RUA ESTADOS UNIDOS";"1342";"JARDIM AMERICA";"SÃO PAULO";NA;NA;1427001;"(11) 30851521";"(11) 30817142";"ri@bahema.com.br";"BOLSA";45987245000192
"47";20958;"BANCO ABC BRASIL S/A";"ABC BRASIL";"Bancos";"PJ";"28195667000106";"23/07/2007";"27/12/1983";NA;NA;"ATIVO";"23/07/2007";"FASE OPERACIONAL";"23/07/2007";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AV. CIDADE JARDIM, 803";"2º ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;NA;"(11) 31702186";"(11) 31702001";"MARKETING@ABCBRASIL.COM.BR";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SERGIO RICARDO BOREJO";"30/04/2007";"AV. CIDADE JARDIM, 803";"2º ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;1453000;"(11) 31702186";"(11) 31702001";"ri@abcbrasil.com.br";"BOLSA";28195667000106
"48";1384;"BANCO ALFA DE INVESTIMENTO S.A.";"BANCO ALFA DE INVESTIMENTO S.A.";"Bancos";"PJ";"60770336000165";"20/07/1977";"13/06/1966";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"ALAMEDA SANTOS, 466/4º ANDAR";NA;"CERQUEIRA CÉSAR";"SÃO PAULO";"SP";NA;NA;"(11) 40043344";NA;"AAIO@BANCOALFA.COM.BR";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FABIANO SIQUEIRA DE OLIVEIRA";"16/07/2020";"ALAMEDA SANTOS, 466";"2° ANDAR";"CERQUEIRA CESAR";"SÃO PAULO";"SP";NA;1418000;"(11) 31755000";"(11) 31755270";"dri@bancoalfa.com.br";"BOLSA";60770336000165
"49";24600;"BANCO BMG S/A";"BANCO BMG S/A";"Bancos";"PJ";"61186680000174";"17/12/2018";"25/03/1965";NA;NA;"ATIVO";"17/12/2018";"FASE OPERACIONAL";"22/10/2018";"Categoria A";"17/12/2018";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"AV PRES JUSCELINO KUBITSCHEK";"Nº 1830, 10 ANDAR";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;NA;"(11) 30672048";NA;"maria.saad@bancobmg.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCO ANTONIO ANTUNES";"18/10/2018";"AV PRES JUSCELINO KUBITSCHEK";"Nº 1830";"VILA NOVA CONCEIÇÃO";"SÃO PAULO";"SP";NA;4543000;"(11) 30672048";"(11) 30672048";"ri@bancobmg.com.br";NA;61186680000174
"50";906;"BANCO BRADESCO S.A.";"BANCO BRADESCO S.A.";"Bancos";"PJ";"60746948000112";"20/07/1977";"02/03/1943";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"NÚCLEO CIDADE DE DEUS S/N";"PR AMAR 1 AND";"VILA YARA";"OSASCO";"SP";NA;NA;"(11) 36844522";"(11) 36845645";"kelly.navarro@bradesco.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LEANDRO DE MIRANDA ARAUJO";"30/01/2019";"NUCLEO CIDADE DE DEUS, S/N°";NA;"VILA YARA";"OSASCO";"SP";NA;6029900;"(11) 36849441";"(11) 36843811";"diretoria_ri@bradesco.com.br";"BOLSA";60746948000112
"51";22616;"BANCO BTG PACTUAL S/A";"BANCO UBS PACTUAL S/A";"Bancos";"PJ";"30306294000145";"10/11/2011";"18/01/1979";NA;NA;"ATIVO";"10/11/2011";"FASE OPERACIONAL";"10/11/2011";"Categoria A";"22/08/2011";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"PRAIA DE BOTAFOGO, 501";"5º E 6º ANDARES";"BOTAFOGO";"RIO DE JANEIRO";"RJ";NA;NA;"(21) 32629600";"(21) 32628600";"ri@btgpactual.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"PEDRO BUENO DA ROCHA LIMA";"22/08/2018";"PRAIA DE BOTAFOGO, 501";"6º ANDAR";"BOTAFOGO";"RIO DE JANEIRO";"RJ";NA;22250040;"(021) 32629600";"(021) 32628600";"ri@btgpactual.com";NA;30306294000145
"52";922;"BANCO DA AMAZÔNIA S.A.";"BANCO DA AMAZONIA S.A.";"Intermediação Financeira";"PJ";"4902979000144";"20/07/1977";"09/07/1942";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AVENIDA PRESIDENTE VARGAS , 800";NA;"CAMPINA";"BELÉM";"PA";"BRASIL";NA;"(91) 40083340";"(91) 32235175";"investidores@bancoamazonia.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FÁBIO YASSUDA MAEDA";"29/04/2016";"AVENIDA PRESIDENTE VARGAS, 800";"14º ANDAR";"CAMPINA";"BELÉM";"PA";NA;66017910;"(91) 40082021";"(91) 32235175";"fabio.maeda@bancoamazonia.com.br";"BOLSA";4902979000144
"53";20796;"BANCO DAYCOVAL S.A.";"BANCO DAYCOVAL S.A.";"Bancos";"PJ";"62232889000190";"27/06/2007";"05/08/1968";NA;NA;"ATIVO";"27/06/2007";"FASE OPERACIONAL";"27/06/2007";"Categoria B";"24/08/2016";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"AVENIDA PAULISTA, 1.793";NA;"BELA VISTA";"SÃO PAULO";"SP";NA;NA;"(11) 31380500";"( ) 0";"adm.fundos@bancodaycoval.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RICARDO GELBAUM";"26/04/2012";"AV PAULISTA, 1793";NA;"BELA VISTA";"SÃO PAULO";"SP";NA;1311200;"(11) 31381025";"(11) 31380771";"ri@bancodaycoval.com.br";"BOLSA";62232889000190
"54";1023;"BANCO DO BRASIL S.A.";"BANCO DO BRASIL S.A.";"Bancos";"PJ";"191";"20/07/1977";"30/12/1905";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"SAUN QUADRA 5, LOTE B, EDIFÍCIO BB";"TORRE NORTE 11º E 12º";"ASA NORTE";"BRASÍLIA";"DF";NA;NA;"(61) 34936010";NA;"presidencia@bb.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS JOSÉ DA COSTA ANDRÉ";"21/01/2019";"SAUN QUADRA 5, LOT B, TORRE";"CENTRAL, ED. BB 4º";"ASA NORTE";"BRASÍLIA";"DF";NA;70040912;"(61) 34935601";"(61) 34935602";"ribb@bb.com.br";"BOLSA";191
"55";1120;"BANCO DO ESTADO DE SERGIPE SA";"BANESE";"Bancos";"PJ";"13009717000146";"20/07/1977";"18/06/1963";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Rua Olímpio de Souza Campos Júnior";"31";"Inácio Barbosa";"ARACAJU";"SE";"BRASIL";NA;"(79) 32181204";"(79) 32181213";"direx@banese.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALESSIO DE OLIVEIRA REZENDE";"02/03/2015";"RUA OLÍMPIO DE SOUZA CAMPOS JR";"31";"INÁCIO BARBOSA";"ARACAJU";"SE";NA;49040840;"(79) 32181205";NA;"ri@banese.com.br";"BOLSA";13009717000146
"56";1171;"BANCO DO ESTADO DO PARÁ S/A.";"BANPARÁ S.A.";"Bancos";"PJ";"4913711000108";"20/07/1977";"01/07/1960";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AV. PRESIDENTE VARGAS, N° 251";"4º ANDAR";"CAMPINA";"BELÉM";"PA";NA;NA;"(91) 33483211";"(91) 33483204";"dasilva@banparanet.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"BRASELINO CARLOS DA ASSUNÇAO SOUSA DA SILVA";"28/01/2011";"AV. PRESIDENTE VARGAS, Nº 251";"4° ANDAR";"CAMPINA";"BELÉM";"PA";NA;66010000;"(91) 33483211";"(91) 33483204";"ri_banpara@banparanet.com.br";"BOLSA";4913711000108
"57";1210;"BANCO DO ESTADO DO RIO GRANDE DO SUL SA";"BANRISUL S/A";"Bancos";"PJ";"92702067000196";"20/07/1977";"12/09/1928";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"RUA CAPITÃO MONTANHA, 177";"4º ANDAR";"CENTRO";"PORTO ALEGRE";"RS";NA;NA;"(51) 32153723";"(51) 32151716";"secretaria_dg@banrisul.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCUS VINÍCIUS FEIJÓ STAFFEN";"10/07/2019";"RUA CALDAS JÚNIOR 108";"4º ANDAR";"CENTRO HISTÓRICO";"PORTO ALEGRE";"RS";NA;90018900;"(51) 32153232";"(0) 0";"ri@banrisul-ri.com.br";"BOLSA";92702067000196
"58";1228;"BANCO DO NORDESTE DO BRASIL SA";"BANCO DO NORDESTE";"Bancos";"PJ";"7237373000120";"20/07/1977";"19/07/1952";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AV. DR. SILAS MUNGUBA 5700";"BL C1 SUPERIOR";"PASSARÉ";"FORTALEZA";"CE";NA;NA;"(85) 32993600";"(85) 32993649";"fundos@bnb.gov.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"HAILTON JOSE FORTES";"03/08/2020";"AV. DR. SILAS MUNGUBA";"5700";"PASSARÉ";"FORTALEZA";"CE";NA;60743902;"(85) 32993700";"(85) 32993014";"ri_diretor@bnb.gov.br";"BOLSA";7237373000120
"59";1244;"BANCO ECONOMICO SA - EM LIQUIDAÇÃO EXTRAJUDICIAL";"BCO ECONOMICO";"Bancos";"PJ";"15124464000187";"20/07/1977";"13/07/1834";NA;NA;"ATIVO";"20/07/1977";"LIQUIDAÇÃO EXTRAJUDICIAL";"09/08/1996";"Categoria A";"01/01/2010";"MACSO LEGATE AUDITORES INDEPENDENTES";23037018000163;"SEDE";"Rua da Argentina, 01, Edf. Argentina, 1° andar";NA;"Comércio";"SALVADOR";"BA";"BRASIL";NA;"(71) 32541207";"(71) 32541202";"anjoaquim@economico.com.br";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BALCÃO NÃO ORGANIZADO";15124464000187
"60";24406;"BANCO INTER S.A.";"INTERMEDIUM - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.";"Bancos";"PJ";"416968000101";"26/04/2018";"09/10/2017";NA;NA;"ATIVO";"26/04/2018";"FASE OPERACIONAL";"23/02/2018";"Categoria A";"26/04/2018";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AV. CONTORNO";"7.777";"LOURDES";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 21387974";"(31) 21017084";"ri@bancointer.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALEXANDRE RICCIO DE OLIVEIRA";"27/10/2017";"AV. DO CONTORNO, 7.777";NA;"LOURDES";"BELO HORIZONTE";"MG";NA;30110051;"(31) 21387974";"(31) 21017084";"ri@bancointer.com.br";NA;416968000101
